SrcAddr,-1_5.0,-1_2.0,-1_0.0,-1_3.0,-1_4.0,-1_1.0,label
1.72.1.115,3.0,0.0,5.0,1.0,8369.0,2.0,0
1.72.1.62,3.0,0.0,5.0,1.0,8369.0,2.0,0
1.72.2.131,3.0,0.0,5.0,1.0,8369.0,2.0,0
1.72.2.214,3.0,0.0,5.0,1.0,8369.0,2.0,0
1.72.2.75,3.0,0.0,5.0,1.0,8369.0,2.0,0
1.72.3.123,3.0,0.0,5.0,1.0,8369.0,2.0,0
1.72.3.210,3.0,0.0,5.0,1.0,8369.0,2.0,0
1.72.3.3,3.0,0.0,5.0,1.0,8369.0,2.0,0
1.72.3.37,3.0,0.0,5.0,1.0,8369.0,2.0,0
1.72.3.40,3.0,0.0,5.0,1.0,8369.0,2.0,0
1.72.9.53,3.0,0.0,5.0,1.0,8369.0,2.0,0
1.85.228.151,3.0,0.0,5.0,1.0,8369.0,2.0,0
101.1.177.171,3.0,0.0,5.0,1.0,8369.0,2.0,0
101.1.75.201,3.0,0.0,5.0,1.0,8369.0,2.0,0
101.10.172.166,3.0,0.0,5.0,1.0,8369.0,2.0,0
101.108.152.218,3.0,0.0,5.0,1.0,8369.0,2.0,0
101.108.193.31,3.0,0.0,5.0,1.0,8369.0,2.0,0
101.108.2.12,3.0,0.0,5.0,1.0,8369.0,2.0,0
101.108.202.119,3.0,0.0,5.0,1.0,8369.0,2.0,0
101.108.239.1,3.0,0.0,5.0,1.0,8369.0,2.0,0
101.108.96.29,3.0,0.0,5.0,1.0,8369.0,2.0,0
101.109.137.44,3.0,0.0,5.0,1.0,8369.0,2.0,0
101.109.149.177,3.0,0.0,5.0,1.0,8369.0,2.0,0
101.109.157.122,3.0,0.0,5.0,1.0,8369.0,2.0,0
101.109.187.150,3.0,0.0,5.0,1.0,8369.0,2.0,0
101.109.27.135,3.0,0.0,5.0,1.0,8369.0,2.0,0
101.11.223.143,3.0,0.0,5.0,1.0,8369.0,2.0,0
101.118.117.64,3.0,0.0,5.0,1.0,8369.0,2.0,0
101.118.213.120,3.0,0.0,5.0,1.0,8369.0,2.0,0
101.12.101.82,3.0,0.0,5.0,1.0,8369.0,2.0,0
101.12.237.54,3.0,0.0,5.0,1.0,8369.0,2.0,0
101.12.86.184,3.0,0.0,5.0,1.0,8369.0,2.0,0
101.128.132.134,3.0,0.0,5.0,1.0,8369.0,2.0,0
101.128.137.115,3.0,0.0,5.0,1.0,8369.0,2.0,0
101.128.137.68,3.0,0.0,5.0,1.0,8369.0,2.0,0
101.128.138.97,3.0,0.0,5.0,1.0,8369.0,2.0,0
101.128.148.185,3.0,0.0,5.0,1.0,8369.0,2.0,0
101.142.170.114,3.0,0.0,5.0,1.0,8369.0,2.0,0
101.142.80.141,3.0,0.0,5.0,1.0,8369.0,2.0,0
101.143.240.33,3.0,0.0,5.0,1.0,8369.0,2.0,0
101.169.35.9,3.0,0.0,5.0,1.0,8369.0,2.0,0
101.2.179.201,3.0,0.0,5.0,1.0,8369.0,2.0,0
101.2.179.71,3.0,0.0,5.0,1.0,8369.0,2.0,0
101.2.182.199,3.0,0.0,5.0,1.0,8369.0,2.0,0
101.2.183.9,3.0,0.0,5.0,1.0,8369.0,2.0,0
101.2.186.163,3.0,0.0,5.0,1.0,8369.0,2.0,0
101.51.89.214,3.0,0.0,5.0,1.0,8369.0,2.0,0
103.1.166.200,3.0,0.0,5.0,1.0,8369.0,2.0,0
105.137.157.33,3.0,0.0,5.0,1.0,8369.0,2.0,0
105.138.131.32,3.0,0.0,5.0,1.0,8369.0,2.0,0
106.128.19.102,3.0,0.0,5.0,1.0,8369.0,2.0,0
106.131.65.137,3.0,0.0,5.0,1.0,8369.0,2.0,0
106.132.48.208,3.0,0.0,5.0,1.0,8369.0,2.0,0
106.134.2.170,3.0,0.0,5.0,1.0,8369.0,2.0,0
106.134.91.69,3.0,0.0,5.0,1.0,8369.0,2.0,0
106.139.149.231,3.0,0.0,5.0,1.0,8369.0,2.0,0
106.143.61.60,3.0,0.0,5.0,1.0,8369.0,2.0,0
106.144.56.209,3.0,0.0,5.0,1.0,8369.0,2.0,0
106.159.201.131,3.0,0.0,5.0,1.0,8369.0,2.0,0
106.71.29.131,3.0,0.0,5.0,1.0,8369.0,2.0,0
107.10.80.248,3.0,0.0,5.0,1.0,8369.0,2.0,0
107.10.91.40,3.0,0.0,5.0,1.0,8369.0,2.0,0
107.18.31.67,3.0,0.0,5.0,1.0,8369.0,2.0,0
107.2.193.208,3.0,0.0,5.0,1.0,8369.0,2.0,0
107.3.155.215,3.0,0.0,5.0,1.0,8369.0,2.0,0
107.4.102.161,3.0,0.0,5.0,1.0,8369.0,2.0,0
107.46.123.172,3.0,0.0,5.0,1.0,8369.0,2.0,0
107.5.209.186,3.0,0.0,5.0,1.0,8369.0,2.0,0
107.5.36.70,3.0,0.0,5.0,1.0,8369.0,2.0,0
107.5.80.61,3.0,0.0,5.0,1.0,8369.0,2.0,0
107.53.211.214,3.0,0.0,5.0,1.0,8369.0,2.0,0
107.8.137.161,3.0,0.0,5.0,1.0,8369.0,2.0,0
107.9.133.155,3.0,0.0,5.0,1.0,8369.0,2.0,0
107.9.25.150,3.0,0.0,5.0,1.0,8369.0,2.0,0
107.9.30.19,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.1.117.82,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.101.47.150,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.113.202.240,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.12.243.23,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.121.49.213,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.128.161.23,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.128.228.66,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.128.98.100,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.13.239.7,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.132.105.151,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.15.50.179,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.16.130.18,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.17.98.93,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.18.1.76,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.18.54.7,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.18.56.29,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.193.106.206,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.194.108.91,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.194.180.246,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.195.222.163,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.196.249.16,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.199.157.26,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.2.147.29,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.2.209.135,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.20.153.7,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.20.214.208,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.200.128.232,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.200.163.98,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.200.223.205,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.204.112.112,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.204.8.16,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.21.91.163,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.23.36.87,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.25.107.77,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.25.123.54,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.27.245.88,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.28.110.189,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.28.141.4,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.28.207.174,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.28.8.93,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.3.197.57,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.3.222.99,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.3.72.194,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.33.29.118,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.35.157.254,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.35.28.75,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.35.95.86,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.37.5.53,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.39.64.188,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.39.7.127,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.4.2.41,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.40.8.88,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.41.223.77,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.41.55.217,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.43.149.87,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.43.150.8,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.46.170.249,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.46.232.56,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.48.93.204,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.49.0.74,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.49.23.94,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.49.90.4,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.50.198.13,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.50.232.18,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.56.145.115,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.56.150.59,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.56.156.165,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.56.175.141,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.56.183.29,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.6.32.7,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.6.63.197,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.60.130.3,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.60.46.50,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.64.1.163,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.64.208.15,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.64.229.78,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.64.234.114,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.64.8.58,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.65.116.128,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.65.128.138,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.65.165.25,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.66.108.45,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.67.132.173,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.67.200.79,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.67.244.160,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.67.48.145,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.68.121.93,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.68.153.241,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.69.21.107,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.69.90.171,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.7.217.57,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.70.84.177,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.71.184.129,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.71.188.121,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.71.222.94,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.71.98.143,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.73.77.164,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.75.113.56,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.76.105.37,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.77.26.142,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.78.242.103,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.79.25.43,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.8.63.195,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.80.177.154,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.82.134.216,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.83.22.66,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.84.222.82,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.84.244.127,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.85.184.56,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.86.136.197,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.86.98.183,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.87.46.112,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.89.252.124,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.9.132.130,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.9.182.218,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.9.229.167,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.9.80.18,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.92.149.9,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.92.161.243,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.94.184.133,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.94.48.202,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.95.140.22,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.95.81.50,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.96.214.176,3.0,0.0,5.0,1.0,8369.0,2.0,0
108.98.246.161,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.10.159.217,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.100.153.17,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.101.203.118,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.101.203.224,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.104.181.133,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.104.186.151,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.104.203.33,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.104.206.13,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.104.38.114,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.105.170.250,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.105.176.237,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.105.182.75,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.105.8.89,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.106.130.82,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.106.155.164,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.106.157.203,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.106.195.240,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.106.197.6,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.107.119.226,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.107.203.106,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.107.226.165,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.107.236.187,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.107.69.38,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.108.114.171,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.108.209.31,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.108.39.133,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.108.74.108,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.108.78.25,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.11.167.123,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.110.16.202,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.110.204.240,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.110.239.238,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.110.33.102,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.110.59.4,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.110.81.170,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.110.83.68,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.110.83.95,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.110.85.95,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.110.91.210,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.111.100.179,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.111.100.227,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.111.138.139,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.111.140.115,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.111.140.90,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.111.142.134,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.111.18.109,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.111.20.9,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.111.96.145,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.112.17.2,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.112.35.88,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.112.50.234,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.113.112.241,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.113.157.244,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.113.179.95,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.113.203.46,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.113.206.34,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.113.43.23,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.114.17.54,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.114.73.20,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.115.130.191,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.115.136.15,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.115.153.74,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.115.16.176,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.115.193.191,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.116.143.238,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.116.195.46,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.117.191.176,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.120.192.15,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.120.196.11,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.120.203.235,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.121.130.29,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.121.155.136,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.121.157.53,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.121.158.160,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.121.161.64,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.121.197.144,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.121.203.22,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.121.206.170,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.121.211.105,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.121.225.170,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.121.226.18,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.121.227.203,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.121.242.190,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.121.243.144,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.121.248.139,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.121.249.113,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.121.250.83,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.121.73.65,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.121.77.208,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.122.17.226,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.122.185.156,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.123.6.183,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.124.152.182,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.124.82.91,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.124.90.51,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.125.131.123,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.125.76.111,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.126.223.72,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.126.241.111,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.126.45.208,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.127.106.24,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.127.39.79,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.127.6.218,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.127.86.150,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.127.86.39,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.127.86.73,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.127.96.57,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.128.144.225,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.128.193.126,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.128.227.47,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.128.248.138,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.128.248.212,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.128.45.52,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.128.45.7,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.129.60.134,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.129.64.222,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.129.89.144,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.13.14.88,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.130.10.200,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.130.151.125,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.130.202.116,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.130.211.128,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.130.227.53,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.130.232.89,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.130.96.16,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.131.100.65,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.131.115.28,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.131.190.58,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.131.42.111,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.131.80.67,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.132.168.141,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.132.209.116,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.132.24.167,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.144.208.47,3.0,0.0,5.0,1.0,8369.0,2.0,0
109.144.218.203,20.0,0.0,0.0,0.0,0.0,0.0,0
109.144.224.99,20.0,0.0,0.0,0.0,0.0,0.0,0
109.144.242.55,20.0,0.0,0.0,0.0,0.0,0.0,0
109.145.159.224,20.0,0.0,0.0,0.0,0.0,0.0,0
109.145.179.197,20.0,0.0,0.0,0.0,0.0,0.0,0
109.145.192.118,20.0,0.0,0.0,0.0,0.0,0.0,0
