SrcAddr,-1_0.0,-1_3.0,-1_5.0,-1_2.0,-1_1.0,-1_4.0,label
1.152.31.119,36.0,0.0,41.0,27.0,20626.0,0.0,0
1.153.100.148,36.0,0.0,41.0,27.0,20626.0,0.0,0
1.153.142.175,36.0,0.0,41.0,27.0,20626.0,0.0,0
1.153.154.8,36.0,0.0,41.0,27.0,20626.0,0.0,0
1.153.175.83,36.0,0.0,41.0,27.0,20626.0,0.0,0
1.153.193.17,36.0,0.0,41.0,27.0,20626.0,0.0,0
1.153.48.74,36.0,0.0,41.0,27.0,20626.0,0.0,0
1.153.55.229,36.0,0.0,41.0,27.0,20626.0,0.0,0
1.153.69.41,36.0,0.0,41.0,27.0,20626.0,0.0,0
1.153.95.187,36.0,0.0,41.0,27.0,20626.0,0.0,0
1.153.97.107,36.0,0.0,41.0,27.0,20626.0,0.0,0
1.155.186.220,36.0,0.0,41.0,27.0,20626.0,0.0,0
1.160.132.241,36.0,0.0,41.0,27.0,20626.0,0.0,0
1.160.134.3,36.0,0.0,41.0,27.0,20626.0,0.0,0
1.160.232.133,36.0,0.0,41.0,27.0,20626.0,0.0,0
1.160.29.200,36.0,0.0,41.0,27.0,20626.0,0.0,0
1.160.31.8,36.0,0.0,41.0,27.0,20626.0,0.0,0
1.160.93.96,36.0,0.0,41.0,27.0,20626.0,0.0,0
1.161.129.45,36.0,0.0,41.0,27.0,20626.0,0.0,0
1.161.131.70,36.0,0.0,41.0,27.0,20626.0,0.0,0
1.161.133.47,36.0,0.0,41.0,27.0,20626.0,0.0,0
1.161.138.39,36.0,0.0,41.0,27.0,20626.0,0.0,0
1.161.194.172,36.0,0.0,41.0,27.0,20626.0,0.0,0
1.161.200.250,36.0,0.0,41.0,27.0,20626.0,0.0,0
1.168.0.178,36.0,0.0,41.0,27.0,20626.0,0.0,0
1.168.129.77,36.0,0.0,41.0,27.0,20626.0,0.0,0
1.168.136.212,36.0,0.0,41.0,27.0,20626.0,0.0,0
1.168.137.213,36.0,0.0,41.0,27.0,20626.0,0.0,0
1.168.141.37,36.0,0.0,41.0,27.0,20626.0,0.0,0
1.168.195.42,36.0,0.0,41.0,27.0,20626.0,0.0,0
1.169.129.68,36.0,0.0,41.0,27.0,20626.0,0.0,0
1.169.139.125,36.0,0.0,41.0,27.0,20626.0,0.0,0
1.169.157.68,36.0,0.0,41.0,27.0,20626.0,0.0,0
1.169.171.208,36.0,0.0,41.0,27.0,20626.0,0.0,0
1.169.176.141,36.0,0.0,41.0,27.0,20626.0,0.0,0
1.169.176.204,36.0,0.0,41.0,27.0,20626.0,0.0,0
1.169.184.134,36.0,0.0,41.0,27.0,20626.0,0.0,0
1.169.187.131,36.0,0.0,41.0,27.0,20626.0,0.0,0
1.169.189.21,36.0,0.0,41.0,27.0,20626.0,0.0,0
1.169.190.100,0.0,0.0,10.0,0.0,0.0,0.0,0
1.169.190.231,0.0,0.0,10.0,0.0,0.0,0.0,0
1.169.190.98,0.0,0.0,10.0,0.0,0.0,0.0,0
1.169.218.197,0.0,0.0,10.0,0.0,0.0,0.0,0
1.170.132.158,0.0,0.0,10.0,0.0,0.0,0.0,0
1.170.135.215,0.0,0.0,10.0,0.0,0.0,0.0,0
1.170.135.71,0.0,0.0,10.0,0.0,0.0,0.0,0
1.170.147.109,0.0,0.0,10.0,0.0,0.0,0.0,0
1.170.147.66,0.0,0.0,10.0,0.0,0.0,0.0,0
1.171.111.28,0.0,0.0,10.0,0.0,0.0,0.0,0
1.171.112.70,0.0,0.0,10.0,0.0,0.0,0.0,0
1.171.117.12,0.0,0.0,10.0,0.0,0.0,0.0,0
1.171.194.100,0.0,0.0,10.0,0.0,0.0,0.0,0
1.171.195.12,0.0,0.0,10.0,0.0,0.0,0.0,0
1.171.196.50,0.0,0.0,10.0,0.0,0.0,0.0,0
1.171.202.191,0.0,0.0,10.0,0.0,0.0,0.0,0
1.171.204.154,0.0,0.0,10.0,0.0,0.0,0.0,0
1.172.130.190,0.0,0.0,10.0,0.0,0.0,0.0,0
1.172.3.173,0.0,0.0,10.0,0.0,0.0,0.0,0
1.172.9.78,0.0,0.0,10.0,0.0,0.0,0.0,0
1.174.10.155,0.0,0.0,10.0,0.0,0.0,0.0,0
1.174.11.165,0.0,0.0,10.0,0.0,0.0,0.0,0
1.174.134.226,0.0,0.0,10.0,0.0,0.0,0.0,0
1.174.15.104,0.0,0.0,10.0,0.0,0.0,0.0,0
1.174.194.227,0.0,0.0,10.0,0.0,0.0,0.0,0
1.174.20.113,0.0,0.0,10.0,0.0,0.0,0.0,0
1.175.130.4,0.0,0.0,10.0,0.0,0.0,0.0,0
1.175.132.182,0.0,0.0,10.0,0.0,0.0,0.0,0
1.175.132.189,0.0,0.0,10.0,0.0,0.0,0.0,0
1.175.134.46,0.0,0.0,10.0,0.0,0.0,0.0,0
1.177.12.42,0.0,0.0,10.0,0.0,0.0,0.0,0
1.186.23.1,0.0,0.0,10.0,0.0,0.0,0.0,0
1.186.5.83,0.0,0.0,10.0,0.0,0.0,0.0,0
1.192.11.33,0.0,0.0,10.0,0.0,0.0,0.0,0
1.192.13.43,0.0,0.0,10.0,0.0,0.0,0.0,0
1.194.26.187,0.0,0.0,10.0,0.0,0.0,0.0,0
1.195.108.179,0.0,0.0,10.0,0.0,0.0,0.0,0
1.195.112.147,0.0,0.0,10.0,0.0,0.0,0.0,0
1.195.219.50,0.0,0.0,10.0,0.0,0.0,0.0,0
1.195.229.115,0.0,0.0,10.0,0.0,0.0,0.0,0
1.196.65.66,0.0,0.0,10.0,0.0,0.0,0.0,0
1.197.116.237,0.0,0.0,10.0,0.0,0.0,0.0,0
1.202.116.241,0.0,0.0,10.0,0.0,0.0,0.0,0
1.202.120.42,0.0,0.0,10.0,0.0,0.0,0.0,0
1.202.14.146,0.0,0.0,10.0,0.0,0.0,0.0,0
1.202.95.180,0.0,0.0,10.0,0.0,0.0,0.0,0
1.203.1.231,0.0,0.0,10.0,0.0,0.0,0.0,0
1.203.164.177,0.0,0.0,10.0,0.0,0.0,0.0,0
1.203.79.191,0.0,0.0,10.0,0.0,0.0,0.0,0
1.212.154.83,0.0,0.0,10.0,0.0,0.0,0.0,0
1.22.2.242,0.0,0.0,10.0,0.0,0.0,0.0,0
1.22.25.134,0.0,0.0,10.0,0.0,0.0,0.0,0
1.226.94.211,0.0,0.0,10.0,0.0,0.0,0.0,0
1.227.45.143,0.0,0.0,10.0,0.0,0.0,0.0,0
1.23.0.144,0.0,0.0,10.0,0.0,0.0,0.0,0
1.23.225.213,0.0,0.0,10.0,0.0,0.0,0.0,0
1.230.123.170,0.0,0.0,10.0,0.0,0.0,0.0,0
1.238.116.114,0.0,0.0,10.0,0.0,0.0,0.0,0
1.238.80.153,0.0,0.0,10.0,0.0,0.0,0.0,0
1.241.14.50,0.0,0.0,10.0,0.0,0.0,0.0,0
1.241.55.143,0.0,0.0,10.0,0.0,0.0,0.0,0
1.249.160.4,0.0,0.0,10.0,0.0,0.0,0.0,0
1.251.138.70,0.0,0.0,10.0,0.0,0.0,0.0,0
1.252.111.154,0.0,0.0,10.0,0.0,0.0,0.0,0
1.254.21.146,0.0,0.0,10.0,0.0,0.0,0.0,0
1.33.107.201,0.0,0.0,10.0,0.0,0.0,0.0,0
1.33.107.58,0.0,0.0,10.0,0.0,0.0,0.0,0
1.33.12.229,0.0,0.0,10.0,0.0,0.0,0.0,0
1.33.214.16,0.0,0.0,10.0,0.0,0.0,0.0,0
1.33.65.46,0.0,0.0,10.0,0.0,0.0,0.0,0
1.33.70.184,0.0,0.0,10.0,0.0,0.0,0.0,0
1.33.98.204,0.0,0.0,10.0,0.0,0.0,0.0,0
1.36.104.92,0.0,0.0,10.0,0.0,0.0,0.0,0
1.36.119.187,0.0,0.0,10.0,0.0,0.0,0.0,0
1.36.144.56,0.0,0.0,10.0,0.0,0.0,0.0,0
1.36.158.73,0.0,0.0,10.0,0.0,0.0,0.0,0
1.36.172.60,0.0,0.0,10.0,0.0,0.0,0.0,0
1.36.20.37,0.0,0.0,10.0,0.0,0.0,0.0,0
1.36.88.54,0.0,0.0,10.0,0.0,0.0,0.0,0
1.38.155.195,0.0,0.0,10.0,0.0,0.0,0.0,0
1.38.160.48,0.0,0.0,10.0,0.0,0.0,0.0,0
1.38.232.22,0.0,0.0,10.0,0.0,0.0,0.0,0
1.38.242.49,0.0,0.0,10.0,0.0,0.0,0.0,0
1.38.97.190,0.0,0.0,10.0,0.0,0.0,0.0,0
1.39.112.169,0.0,0.0,10.0,0.0,0.0,0.0,0
1.39.131.189,0.0,0.0,10.0,0.0,0.0,0.0,0
1.39.43.155,0.0,0.0,10.0,0.0,0.0,0.0,0
1.41.17.120,0.0,0.0,10.0,0.0,0.0,0.0,0
1.42.31.224,0.0,0.0,10.0,0.0,0.0,0.0,0
1.42.96.250,0.0,0.0,10.0,0.0,0.0,0.0,0
1.44.143.92,0.0,0.0,10.0,0.0,0.0,0.0,0
1.46.126.182,0.0,0.0,10.0,0.0,0.0,0.0,0
1.46.174.167,0.0,0.0,10.0,0.0,0.0,0.0,0
1.46.245.235,0.0,0.0,10.0,0.0,0.0,0.0,0
1.47.30.122,0.0,0.0,10.0,0.0,0.0,0.0,0
1.47.69.129,9.0,0.0,1.0,0.0,0.0,0.0,0
1.47.74.233,9.0,0.0,1.0,0.0,0.0,0.0,0
1.49.39.227,9.0,0.0,1.0,0.0,0.0,0.0,0
1.52.115.43,9.0,0.0,1.0,0.0,0.0,0.0,0
1.52.152.148,9.0,0.0,1.0,0.0,0.0,0.0,0
1.52.242.214,9.0,0.0,1.0,0.0,0.0,0.0,0
1.52.33.85,9.0,0.0,1.0,0.0,0.0,0.0,0
1.52.87.148,9.0,0.0,1.0,0.0,0.0,0.0,0
1.52.99.196,9.0,0.0,1.0,0.0,0.0,0.0,0
1.53.10.176,9.0,0.0,1.0,0.0,0.0,0.0,0
1.53.103.177,9.0,0.0,1.0,0.0,0.0,0.0,0
1.53.11.164,9.0,0.0,1.0,0.0,0.0,0.0,0
1.53.112.237,9.0,0.0,1.0,0.0,0.0,0.0,0
1.53.135.180,9.0,0.0,1.0,0.0,0.0,0.0,0
1.53.135.214,9.0,0.0,1.0,0.0,0.0,0.0,0
1.53.20.60,9.0,0.0,1.0,0.0,0.0,0.0,0
1.53.21.47,9.0,0.0,1.0,0.0,0.0,0.0,0
1.53.225.82,9.0,0.0,1.0,0.0,0.0,0.0,0
1.53.226.91,9.0,0.0,1.0,0.0,0.0,0.0,0
1.53.35.140,9.0,0.0,1.0,0.0,0.0,0.0,0
1.53.98.126,9.0,0.0,1.0,0.0,0.0,0.0,0
1.54.17.191,9.0,0.0,1.0,0.0,0.0,0.0,0
1.54.18.113,9.0,0.0,1.0,0.0,0.0,0.0,0
1.54.19.134,9.0,0.0,1.0,0.0,0.0,0.0,0
1.54.21.125,9.0,0.0,1.0,0.0,0.0,0.0,0
1.54.21.158,9.0,0.0,1.0,0.0,0.0,0.0,0
1.54.21.188,9.0,0.0,1.0,0.0,0.0,0.0,0
1.54.22.104,9.0,0.0,1.0,0.0,0.0,0.0,0
1.54.22.119,9.0,0.0,1.0,0.0,0.0,0.0,0
1.54.26.114,9.0,0.0,1.0,0.0,0.0,0.0,0
1.54.26.171,9.0,0.0,1.0,0.0,0.0,0.0,0
1.54.26.63,9.0,0.0,1.0,0.0,0.0,0.0,0
1.55.105.123,9.0,0.0,1.0,0.0,0.0,0.0,0
1.55.115.184,9.0,0.0,1.0,0.0,0.0,0.0,0
1.55.123.111,9.0,0.0,1.0,0.0,0.0,0.0,0
1.55.13.80,9.0,0.0,1.0,0.0,0.0,0.0,0
1.55.175.247,9.0,0.0,1.0,0.0,0.0,0.0,0
1.55.22.39,9.0,0.0,1.0,0.0,0.0,0.0,0
1.55.28.114,9.0,0.0,1.0,0.0,0.0,0.0,0
1.55.28.155,9.0,0.0,1.0,0.0,0.0,0.0,0
1.55.36.236,9.0,0.0,1.0,0.0,0.0,0.0,0
1.55.89.243,9.0,0.0,1.0,0.0,0.0,0.0,0
1.55.90.103,9.0,0.0,1.0,0.0,0.0,0.0,0
1.55.90.239,9.0,0.0,1.0,0.0,0.0,0.0,0
1.55.91.115,9.0,0.0,1.0,0.0,0.0,0.0,0
1.55.92.159,9.0,0.0,1.0,0.0,0.0,0.0,0
1.55.93.239,9.0,0.0,1.0,0.0,0.0,0.0,0
1.56.129.147,9.0,0.0,1.0,0.0,0.0,0.0,0
1.56.171.2,9.0,0.0,1.0,0.0,0.0,0.0,0
1.57.78.103,9.0,0.0,1.0,0.0,0.0,0.0,0
1.62.76.83,9.0,0.0,1.0,0.0,0.0,0.0,0
1.64.177.252,9.0,0.0,1.0,0.0,0.0,0.0,0
1.64.179.147,9.0,0.0,1.0,0.0,0.0,0.0,0
1.64.18.247,9.0,0.0,1.0,0.0,0.0,0.0,0
1.64.184.106,9.0,0.0,1.0,0.0,0.0,0.0,0
1.64.36.243,9.0,0.0,1.0,0.0,0.0,0.0,0
1.64.40.48,9.0,0.0,1.0,0.0,0.0,0.0,0
1.64.79.45,9.0,0.0,1.0,0.0,0.0,0.0,0
1.65.210.197,9.0,0.0,1.0,0.0,0.0,0.0,0
1.66.100.121,9.0,0.0,1.0,0.0,0.0,0.0,0
1.66.100.139,9.0,0.0,1.0,0.0,0.0,0.0,0
1.66.100.152,9.0,0.0,1.0,0.0,0.0,0.0,0
1.66.100.169,9.0,0.0,1.0,0.0,0.0,0.0,0
1.66.100.177,9.0,0.0,1.0,0.0,0.0,0.0,0
1.66.100.196,9.0,0.0,1.0,0.0,0.0,0.0,0
1.66.100.225,9.0,0.0,1.0,0.0,0.0,0.0,0
1.66.100.29,9.0,0.0,1.0,0.0,0.0,0.0,0
1.66.100.32,9.0,0.0,1.0,0.0,0.0,0.0,0
1.66.100.71,9.0,0.0,1.0,0.0,0.0,0.0,0
1.66.100.97,9.0,0.0,1.0,0.0,0.0,0.0,0
1.66.101.169,9.0,0.0,1.0,0.0,0.0,0.0,0
1.66.101.92,9.0,0.0,1.0,0.0,0.0,0.0,0
1.66.102.99,9.0,0.0,1.0,0.0,0.0,0.0,0
1.66.103.206,9.0,0.0,1.0,0.0,0.0,0.0,0
1.66.105.221,9.0,0.0,1.0,0.0,0.0,0.0,0
1.66.96.138,9.0,0.0,1.0,0.0,0.0,0.0,0
1.66.96.211,9.0,0.0,1.0,0.0,0.0,0.0,0
1.66.96.215,9.0,0.0,1.0,0.0,0.0,0.0,0
1.66.96.229,9.0,0.0,1.0,0.0,0.0,0.0,0
1.66.96.239,9.0,0.0,1.0,0.0,0.0,0.0,0
1.66.96.47,9.0,0.0,1.0,0.0,0.0,0.0,0
1.66.96.7,9.0,0.0,1.0,0.0,0.0,0.0,0
1.66.96.78,9.0,0.0,1.0,0.0,0.0,0.0,0
1.66.97.100,9.0,0.0,1.0,0.0,0.0,0.0,0
1.66.97.132,9.0,0.0,1.0,0.0,0.0,0.0,0
1.66.97.14,9.0,0.0,1.0,0.0,0.0,0.0,0
1.66.97.149,9.0,0.0,1.0,0.0,0.0,0.0,0
1.66.97.177,9.0,0.0,1.0,0.0,0.0,0.0,0
1.66.97.18,9.0,0.0,1.0,0.0,0.0,0.0,0
1.66.97.186,9.0,0.0,1.0,0.0,0.0,0.0,0
1.66.97.191,9.0,0.0,1.0,0.0,0.0,0.0,0
1.66.97.230,9.0,0.0,1.0,0.0,0.0,0.0,0
1.66.97.90,9.0,0.0,1.0,0.0,0.0,0.0,0
1.66.98.102,9.0,0.0,1.0,0.0,0.0,0.0,0
1.66.98.104,9.0,0.0,1.0,0.0,0.0,0.0,0
1.66.98.134,9.0,0.0,1.0,0.0,0.0,0.0,0
1.66.98.155,9.0,0.0,1.0,0.0,0.0,0.0,0
1.66.98.160,9.0,0.0,1.0,0.0,0.0,0.0,0
1.66.98.168,9.0,0.0,1.0,0.0,0.0,0.0,0
1.66.98.187,9.0,0.0,1.0,0.0,0.0,0.0,0
1.66.98.203,9.0,0.0,1.0,0.0,0.0,0.0,0
1.66.98.211,9.0,0.0,1.0,0.0,0.0,0.0,0
1.66.98.216,9.0,0.0,1.0,0.0,0.0,0.0,0
1.66.98.28,9.0,0.0,1.0,0.0,0.0,0.0,0
1.66.98.41,9.0,0.0,1.0,0.0,0.0,0.0,0
1.66.98.45,9.0,0.0,1.0,0.0,0.0,0.0,0
1.66.98.91,9.0,0.0,1.0,0.0,0.0,0.0,0
1.66.99.142,9.0,0.0,1.0,0.0,0.0,0.0,0
1.66.99.148,9.0,0.0,1.0,0.0,0.0,0.0,0
1.66.99.159,9.0,0.0,1.0,0.0,0.0,0.0,0
1.66.99.172,9.0,0.0,1.0,0.0,0.0,0.0,0
1.66.99.185,9.0,0.0,1.0,0.0,0.0,0.0,0
1.66.99.208,9.0,0.0,1.0,0.0,0.0,0.0,0
1.66.99.247,9.0,0.0,1.0,0.0,0.0,0.0,0
1.66.99.85,9.0,0.0,1.0,0.0,0.0,0.0,0
1.66.99.89,9.0,0.0,1.0,0.0,0.0,0.0,0
1.66.99.9,9.0,0.0,1.0,0.0,0.0,0.0,0
1.66.99.96,9.0,0.0,1.0,0.0,0.0,0.0,0
1.72.0.108,9.0,0.0,1.0,0.0,0.0,0.0,0
1.72.0.147,9.0,0.0,1.0,0.0,0.0,0.0,0
1.72.0.155,9.0,0.0,1.0,0.0,0.0,0.0,0
1.72.0.168,9.0,0.0,1.0,0.0,0.0,0.0,0
1.72.0.17,9.0,0.0,1.0,0.0,0.0,0.0,0
1.72.0.188,9.0,0.0,1.0,0.0,0.0,0.0,0
1.72.0.214,9.0,0.0,1.0,0.0,0.0,0.0,0
1.72.0.237,9.0,0.0,1.0,0.0,0.0,0.0,0
1.72.0.41,9.0,0.0,1.0,0.0,0.0,0.0,0
1.72.0.46,9.0,0.0,1.0,0.0,0.0,0.0,0
1.72.0.53,9.0,0.0,1.0,0.0,0.0,0.0,0
1.72.0.94,9.0,0.0,1.0,0.0,0.0,0.0,0
1.72.1.107,9.0,0.0,1.0,0.0,0.0,0.0,0
1.72.1.115,9.0,0.0,1.0,0.0,0.0,0.0,0
1.72.1.179,9.0,0.0,1.0,0.0,0.0,0.0,0
1.72.1.195,9.0,0.0,1.0,0.0,0.0,0.0,0
1.72.1.221,9.0,0.0,1.0,0.0,0.0,0.0,0
1.72.1.238,9.0,0.0,1.0,0.0,0.0,0.0,0
1.72.1.252,9.0,0.0,1.0,0.0,0.0,0.0,0
1.72.1.254,9.0,0.0,1.0,0.0,0.0,0.0,0
1.72.1.62,9.0,0.0,1.0,0.0,0.0,0.0,0
1.72.10.225,9.0,0.0,1.0,0.0,0.0,0.0,0
1.72.2.131,9.0,0.0,1.0,0.0,0.0,0.0,0
1.72.2.157,0.0,2.0,8.0,0.0,0.0,0.0,0
1.72.2.193,0.0,2.0,8.0,0.0,0.0,0.0,0
1.72.2.206,0.0,2.0,8.0,0.0,0.0,0.0,0
1.72.2.221,0.0,2.0,8.0,0.0,0.0,0.0,0
1.72.2.29,0.0,2.0,8.0,0.0,0.0,0.0,0
1.72.2.83,0.0,2.0,8.0,0.0,0.0,0.0,0
1.72.2.85,0.0,2.0,8.0,0.0,0.0,0.0,0
1.72.3.109,0.0,2.0,8.0,0.0,0.0,0.0,0
1.72.3.143,0.0,2.0,8.0,0.0,0.0,0.0,0
1.72.3.168,0.0,2.0,8.0,0.0,0.0,0.0,0
1.72.3.3,0.0,2.0,8.0,0.0,0.0,0.0,0
1.72.3.35,0.0,2.0,8.0,0.0,0.0,0.0,0
1.72.3.54,0.0,2.0,8.0,0.0,0.0,0.0,0
1.72.3.71,0.0,2.0,8.0,0.0,0.0,0.0,0
1.72.7.71,0.0,2.0,8.0,0.0,0.0,0.0,0
1.72.8.210,0.0,2.0,8.0,0.0,0.0,0.0,0
1.72.9.135,0.0,2.0,8.0,0.0,0.0,0.0,0
1.72.9.53,0.0,2.0,8.0,0.0,0.0,0.0,0
1.80.251.200,0.0,2.0,8.0,0.0,0.0,0.0,0
1.80.37.95,0.0,2.0,8.0,0.0,0.0,0.0,0
1.81.59.121,0.0,2.0,8.0,0.0,0.0,0.0,0
1.82.75.83,0.0,2.0,8.0,0.0,0.0,0.0,0
1.82.81.23,0.0,2.0,8.0,0.0,0.0,0.0,0
1.84.102.234,0.0,2.0,8.0,0.0,0.0,0.0,0
1.85.190.103,0.0,2.0,8.0,0.0,0.0,0.0,0
1.85.210.171,0.0,2.0,8.0,0.0,0.0,0.0,0
1.86.177.251,0.0,2.0,8.0,0.0,0.0,0.0,0
1.86.19.16,0.0,2.0,8.0,0.0,0.0,0.0,0
1.86.199.94,0.0,2.0,8.0,0.0,0.0,0.0,0
1.86.8.211,0.0,2.0,8.0,0.0,0.0,0.0,0
10.10.20.233,30.0,0.0,0.0,0.0,0.0,0.0,0
10.168.115.232,30.0,0.0,0.0,0.0,0.0,0.0,0
10.168.13.199,30.0,0.0,0.0,0.0,0.0,0.0,0
10.168.48.160,30.0,0.0,0.0,0.0,0.0,0.0,0
10.23.106.55,30.0,0.0,0.0,0.0,0.0,0.0,0
10.23.12.43,30.0,0.0,0.0,0.0,0.0,0.0,0
10.23.130.74,30.0,0.0,0.0,0.0,0.0,0.0,0
10.23.139.192,30.0,0.0,0.0,0.0,0.0,0.0,0
10.23.20.92,30.0,0.0,0.0,0.0,0.0,0.0,0
10.23.24.236,30.0,0.0,0.0,0.0,0.0,0.0,0
10.23.60.88,30.0,0.0,0.0,0.0,0.0,0.0,0
10.23.64.58,30.0,0.0,0.0,0.0,0.0,0.0,0
10.28.118.2,30.0,0.0,0.0,0.0,0.0,0.0,0
10.28.160.211,30.0,0.0,0.0,0.0,0.0,0.0,0
10.28.31.72,30.0,0.0,0.0,0.0,0.0,0.0,0
10.28.48.34,30.0,0.0,0.0,0.0,0.0,0.0,0
10.8.0.98,0.0,0.0,0.0,10.0,0.0,0.0,0
101.1.112.249,0.0,0.0,0.0,10.0,0.0,0.0,0
101.1.145.1,0.0,0.0,0.0,10.0,0.0,0.0,0
101.1.177.24,0.0,0.0,0.0,10.0,0.0,0.0,0
101.1.200.178,0.0,0.0,0.0,10.0,0.0,0.0,0
101.1.203.71,0.0,0.0,0.0,10.0,0.0,0.0,0
101.1.208.69,0.0,0.0,0.0,10.0,0.0,0.0,0
101.1.216.162,0.0,0.0,0.0,10.0,0.0,0.0,0
101.1.219.5,0.0,0.0,0.0,10.0,0.0,0.0,0
101.1.224.66,0.0,0.0,0.0,10.0,0.0,0.0,0
